execucao,tempo
1,54.365243756968994
2,53.50438760698307
3,54.0291879309807
4,53.55173372197896
5,53.36477609799476
6,53.72643602400785
7,53.715691504010465
8,53.36391032603569
9,53.29381329397438
10,53.450912888976745
