execucao,tempo
1,4.86093212896958
2,4.8787919449969195
3,4.899927698017564
4,4.836568094033282
5,4.823433712008409
6,4.873283458000515
7,4.859045351971872
8,4.82417889701901
9,4.875998014002107
10,4.836020877992269
