execucao,tempo
1,2954.304829302011
2,2949.8015480249887
3,2965.3667856350075
4,2946.3268403440015
5,2947.0990476350416
6,2948.0214336790377
7,2949.7519717490068
8,2949.252681215992
9,2948.0415504300036
10,2950.615507814975
