execucao,tempo
1,5501.595169042994
2,5505.331893569004
3,5501.996713856992
4,5507.676257986997
5,5503.485146887004
6,5499.625674604002
7,5498.20551906398
8,5497.6910952360195
9,5503.1022583550075
10,5502.1120137789985
