execucao,tempo
1,52.44030662998557
2,51.932191347994376
3,51.826266133983154
4,51.90767931897426
5,51.836296489986125
6,51.79220170597546
7,51.77785355801461
8,51.80840374500258
9,51.61086040001828
10,51.58955497102579
