execucao,tempo
1,5389.720750764
2,5407.036878432001
3,5406.759739996998
4,5402.169935342998
5,5402.7069361939975
6,5404.829642363999
7,5415.969661386
8,5406.916596800998
9,5406.997097403
10,5399.468798793001
