execucao,tempo
1,2952.295745129013
2,2946.556860024997
3,2944.5830278470094
4,2950.1607157660037
5,2947.9631565989985
6,2957.9223233200028
7,2959.592598125004
8,2960.035286606013
9,2959.1880498109967
10,2951.3067107270035
