execucao,tempo
1,2834.9121015970013
2,2836.6252246380027
3,2844.311589915
4,2834.558660301991
5,2840.2519722689904
6,2834.836120381995
7,2840.6398993019975
8,2848.3219375010085
9,2822.8297624109982
10,2840.0570736630034
