execucao,tempo
1,4632.033569825988
2,4635.903037543001
3,4626.380948426027
4,4629.194773315976
5,4627.229255305021
6,4635.080462503014
7,4635.963048275968
8,4619.674756088993
9,4627.515622238978
10,4626.770536420052
