execucao,tempo
1,2239.0452781720087
2,2263.5300696789054
3,2274.143758001039
4,2275.7090405739145
5,2256.478269784129
6,2266.332933582831
7,2275.026496653096
8,2253.263773758081
9,2272.4528569439426
10,2257.37704679498
