execucao,tempo
1,4.210955967000018
2,4.105306945000166
3,4.106619203000037
4,4.156621163999944
5,4.095563399000184
6,4.131855676999976
7,4.108119308000141
8,4.103619385999991
9,4.122131551000166
10,4.091881564000005
