execucao,tempo
1,1.5522408029999042
2,1.911160079999945
3,2.565294114999915
4,1.925255524000022
5,1.4653194500001518
6,1.3942596429999412
7,1.3771649379998507
8,1.3857420449999154
9,1.3786151699998754
10,1.3780478010000934
