execucao,tempo
1,5666.589845575974
2,5670.160085201031
3,5671.370136170997
4,5665.366710461967
5,5669.060934669978
6,5655.319115260965
7,5661.090826168016
8,5663.029761813988
9,5667.762625291012
10,5678.107243946986
