execucao,tempo
1,6.09518839395605
2,5.930259193002712
3,5.929939281020779
4,5.939902307989541
5,5.877019191044383
6,6.090517617005389
7,5.922472600010224
8,5.907734827953391
9,5.861242207989562
10,5.950731460994575
