execucao,tempo
1,2833.3482379959896
2,2834.459615334985
3,2838.1884635970055
4,2834.0204266779765
5,2841.1745128859766
6,2846.258094204997
7,2843.116947100003
8,2844.3170934969967
9,2838.088044710981
10,2835.305009167001
