execucao,tempo
1,7139.688002557028
2,7126.736118293949
3,7140.4243860809365
4,7117.2595911680255
5,7108.836775274016
6,7105.949752709013
7,7125.263942174963
8,7117.637758429046
9,7117.12619426602
10,7119.446387948003
