execucao,tempo
1,14345.010752881004
2,14265.920661244018
3,14355.265921575017
4,14338.005654687993
5,14323.502965764026
6,14285.450608095969
7,14294.378647994017
8,14280.377187132952
9,14300.360616655089
10,14315.315669603064
