execucao,tempo
1,7682.147971326951
2,7686.31416012696
3,7798.369339992059
4,7840.437499900931
5,7812.763424551929
6,7811.496278347913
7,7828.782334142015
8,7828.304708861979
9,7829.2759000980295
10,7848.718050627969
