execucao,tempo
1,7312.40730401699
2,7304.072895274963
3,7297.893486332963
4,7321.891313572996
5,7308.899750554003
6,7265.017834890983
7,7282.639125445043
8,7300.499746079091
9,7283.667735074996
10,7299.431823277031
