execucao,tempo
1,2232.278385476093
2,2215.4851691289805
3,2237.010612333077
4,2239.988238031976
5,2239.5981872400735
6,2226.571786544984
7,2228.8900478810538
8,2232.4005231489427
9,2223.7563205739716
10,2223.4676385709317
