execucao,tempo
1,7017.1192557570175
2,7059.5340681629605
3,7043.897073180007
4,7039.9502880119835
5,7037.506797341979
6,6988.4201250020415
7,7083.198385569034
8,7004.273052638047
9,7113.958847009053
10,7030.131248137972
