execucao,tempo
1,7412.377608990006
2,7366.724129562994
3,7362.352311239985
4,7373.7879818249785
5,7396.152046340023
6,7390.804183761036
7,7386.999633721978
8,7338.3623401340155
9,7376.889430431998
10,7409.974788193009
