execucao,tempo
1,6975.46253204497
2,6974.622813156981
3,6960.398392544012
4,6953.112610625045
5,7000.232705653005
6,6955.388196554035
7,6958.862616642029
8,6969.168697874935
9,7023.529478734999
10,6966.476319016016
