execucao,tempo
1,2298.9819442050066
2,2289.71588531998
3,2284.4947135229595
4,2306.042597510037
5,2286.529136617086
6,2304.6999115979997
7,2321.963780384045
8,2313.7513435370056
9,2332.917298307875
10,2298.5281302449293
