execucao,tempo
1,14352.706414401999
2,14213.154899666006
3,14235.023485362995
4,14231.580053497004
5,14276.648830980004
6,14176.38895178499
7,14207.288861481007
8,14232.544510849984
9,14185.110348709
10,14193.61607326998
