execucao,tempo
1,8595.781287221
2,8609.497280260002
3,8567.313435877004
4,8612.529903820003
5,8590.829507900999
6,8581.995930391997
7,8645.097351372999
8,8595.758932273005
9,8612.168424062998
10,8608.237171952002
