execucao,tempo
1,2623.2564108149963
2,2624.4252016399987
3,2624.4471701130096
4,2622.7560170569923
5,2626.023109840986
6,2626.7639523700054
7,2623.9535520009813
8,2623.038075167977
9,2625.2710295380093
10,2624.1312906399835
