execucao,tempo
1,3169.9121037250006
2,3164.797443648
3,3162.3142328150007
4,3160.732110339999
5,3161.683613879002
6,3162.859204864999
7,3162.9512356980013
8,3161.8531907200013
9,3157.5016320540017
10,3162.539983707
