execucao,tempo
1,8986.505238544001
2,8956.020503302998
3,8972.720394252003
4,8987.139705616999
5,8976.234930394996
6,8965.892334352
7,8985.948102153998
8,9006.64836922301
9,8937.207256662994
10,8964.121200116002
