execucao,tempo
1,200.92922055900272
2,200.9865457679989
3,200.6565090859949
4,200.82313652399898
5,199.4475565449975
6,200.11686419599573
7,200.25268259299628
8,199.25291040299635
9,199.75125862000277
10,202.1129751960034
