execucao,tempo
1,51.43706513800001
2,49.853021173
3,49.97457174099998
4,49.54754637299999
5,49.73263960099996
6,49.44068673800001
7,49.48190404799993
8,49.763608060000024
9,49.45645666099995
10,49.45370562599999
