execucao,tempo
1,99.80299138199916
2,100.76212731499982
3,99.69350210900302
4,100.04911210900173
5,100.27313461700396
6,99.39363049800158
7,99.44914531199902
8,100.40632615800132
9,99.24624387600488
10,99.36677588499879
