execucao,tempo
1,98.15723228499701
2,97.68088441800501
3,97.42937635700218
4,97.64614199000061
5,97.56073681899579
6,97.5013070450077
7,97.58713295700727
8,97.4821140809945
9,97.83445431299333
10,98.16832107199298
