execucao,tempo
1,6.678444213990588
2,6.594422388996463
3,6.635495940048713
4,6.732706582988612
5,6.7205745310056955
6,6.61957868502941
7,6.658410970005207
8,6.723604166996665
9,6.667007129988633
10,6.643552580033429
