execucao,tempo
1,14.20903815998463
2,14.214312992990017
3,14.137364957947284
4,14.31721137900604
5,14.230754849035293
6,14.202196992991958
7,14.183768544986378
8,14.173317894979846
9,14.149983895011246
10,14.215559534961358
