execucao,tempo
1,6.1056670129764825
2,5.9044007420307025
3,5.887452916998882
4,5.990228095964994
5,5.983575851016212
6,5.9845124470302835
7,5.963518878037576
8,5.912649990990758
9,5.93414467695402
10,5.873280695988797
