execucao,tempo
1,6.094334484951105
2,5.964815735002048
3,6.1449542319751345
4,6.037408722040709
5,6.053187633980997
6,5.9853459959849715
7,6.000276693957858
8,6.00251121801557
9,6.098095986992121
10,6.018646007985808
