execucao,tempo
1,14.769787746015936
2,14.932583996036556
3,14.503870712942444
4,14.247981660999358
5,14.367968772014137
6,14.281531307962723
7,14.244150056038052
8,14.494736962020397
9,14.345482627977617
10,14.345182898046914
